num,mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
116127,volvo,xc-60,gen-i-2008-2017,2016,116000,1969,Diesel,Gniezno,Wielkopolskie,77800
116128,volvo,xc-60,gen-i-2008-2017,2014,78948,1968,Diesel,Warszawa,Mazowieckie,87500
116129,volvo,xc-60,gen-i-2008-2017,2017,173246,1969,Diesel,Złotów,Wielkopolskie,85999
116130,volvo,xc-60,gen-i-2008-2017,2011,340000,3192,LPG,Czeczewo,Pomorskie,39111
116131,volvo,xc-60,gen-i-2008-2017,2016,176000,1969,Diesel,Płock,Mazowieckie,85900
116132,volvo,xc-60,gen-i-2008-2017,2015,184000,1969,Diesel,Pradła,Śląskie,83700
116133,volvo,xc-60,gen-i-2008-2017,2012,268543,1984,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,46900
116134,volvo,xc-60,gen-i-2008-2017,2012,213000,1984,Diesel,Żyrardów,Mazowieckie,52800
116135,volvo,xc-60,gen-i-2008-2017,2015,179000,1984,Diesel,Mysłowice,Śląskie,77900
116136,volvo,xc-60,gen-i-2008-2017,2012,190469,1984,Diesel,Janów Lubelski,Lubelskie,59900
116137,volvo,xc-60,gen-i-2008-2017,2011,201000,1984,Diesel,Płock,Mazowieckie,55200
116138,volvo,xc-60,gen-i-2008-2017,2011,218000,1984,Diesel,Brzozów,Podkarpackie,49900
116139,volvo,xc-60,gen-i-2008-2017,2009,305000,2953,Gasoline,Nowy Tomyśl,Wielkopolskie,48500
116140,volvo,xc-60,gen-i-2008-2017,2015,94000,2400,Diesel,Warszawa,Mazowieckie,109900
116141,volvo,xc-60,gen-i-2008-2017,2014,138659,2400,Diesel,Bełchatów,Łódzkie,85000
116142,volvo,xc-60,gen-i-2008-2017,2017,144000,1969,Diesel,Mroków,Mazowieckie,120800
116143,volvo,xc-60,gen-i-2008-2017,2012,145874,2400,Diesel,Kalisz,Wielkopolskie,58900
116144,volvo,xc-60,gen-i-2008-2017,2013,247371,1984,Diesel,Gdańsk,Pomorskie,63837
116145,volvo,xc-60,gen-i-2008-2017,2016,250000,1969,Diesel,Ostrów Mazowiecka,Mazowieckie,79900
116146,volvo,xc-60,gen-i-2008-2017,2016,196725,1969,Diesel,Kalisz,Wielkopolskie,77000
116147,volvo,xc-60,gen-i-2008-2017,2016,121000,2400,Diesel,Sade Budy,Mazowieckie,98800
116148,volvo,xc-60,gen-i-2008-2017,2014,130000,2953,Gasoline,Lisów,Lubelskie,73900
116149,volvo,xc-60,gen-i-2008-2017,2014,244000,2953,Gasoline,Obrowiec,Opolskie,82000
116150,volvo,xc-60,gen-i-2008-2017,2016,117000,1969,Diesel,Wyszków,Mazowieckie,95500
116151,volvo,xc-60,gen-i-2008-2017,2013,221000,1984,Diesel,Słomniki,Małopolskie,58850
116152,volvo,xc-60,gen-i-2008-2017,2013,130000,2953,Gasoline,Białystok,Podlaskie,72000
116153,volvo,xc-60,gen-i-2008-2017,2017,98400,1969,Diesel,Lębork,Pomorskie,120000
116154,volvo,xc-60,gen-i-2008-2017,2013,223000,1984,Diesel,Ponikiew Duża,Mazowieckie,69999
116155,volvo,xc-60,gen-i-2008-2017,2017,108000,1969,Diesel,Białogard,Zachodniopomorskie,117990
116156,volvo,xc-60,gen-i-2008-2017,2015,184000,2953,Gasoline,Lubartów,Lubelskie,74900
116157,volvo,xc-60,gen-i-2008-2017,2016,150000,1969,Diesel,Błonie,Mazowieckie,79900
116158,volvo,xc-60,gen-i-2008-2017,2016,113000,2400,Diesel,Pruszków,Mazowieckie,119900
116159,volvo,xc-60,gen-i-2008-2017,2014,134000,2953,LPG,Lublin,Lubelskie,74900
116160,volvo,xc-60,gen-i-2008-2017,2013,177000,3192,Gasoline,Ostrołęka,Mazowieckie,57900
116161,volvo,xc-60,gen-i-2008-2017,2011,359000,2400,Diesel,Wodzisław Śląski,Śląskie,38900
116704,volvo,xc-60,gen-ii-2017,2019,93000,1969,Diesel,Warszawa,Mazowieckie,189900
116705,volvo,xc-60,gen-ii-2017,2018,73663,2000,Diesel,Poznań,Wielkopolskie,199000
116706,volvo,xc-60,gen-ii-2017,2019,100000,1969,Diesel,Kościerzyna,Pomorskie,165914
116707,volvo,xc-60,gen-ii-2017,2019,105856,1969,Diesel,Złotów,Wielkopolskie,171000
116708,volvo,xc-60,gen-ii-2017,2018,76958,1969,Diesel,Toruń,Kujawsko-pomorskie,204900
116709,volvo,xc-60,gen-ii-2017,2018,96645,1969,Diesel,Toruń,Kujawsko-pomorskie,204900
116710,volvo,xc-60,gen-ii-2017,2021,6690,1969,Hybrid,Baranowo,Wielkopolskie,264900
116711,volvo,xc-60,gen-ii-2017,2021,1,1969,Gasoline,Kraków,Małopolskie,214030
116712,volvo,xc-60,gen-ii-2017,2018,75000,1969,Diesel,Wągrowiec,Wielkopolskie,179580
116713,volvo,xc-60,gen-ii-2017,2021,1,1969,Gasoline,Kraków,Małopolskie,240000
116714,volvo,xc-60,gen-ii-2017,2017,50000,1969,Diesel,Lublin,Lubelskie,180000
116715,volvo,xc-60,gen-ii-2017,2018,42798,1969,Gasoline,Poznań,Wielkopolskie,219900
116716,volvo,xc-60,gen-ii-2017,2017,104509,1969,Diesel,Katowice,Śląskie,149000
116717,volvo,xc-60,gen-ii-2017,2017,134305,1969,Diesel,Poznań,Wielkopolskie,180900
116718,volvo,xc-60,gen-ii-2017,2021,1,1969,Gasoline,Kraków,Małopolskie,248800
116719,volvo,xc-60,gen-ii-2017,2021,11780,1969,Gasoline,Parczew,Lubelskie,119540
116720,volvo,xc-60,gen-ii-2017,2020,18631,1969,Hybrid,Baranowo,Wielkopolskie,269900
116721,volvo,xc-60,gen-ii-2017,2022,5,1969,Gasoline,Warszawa,Mazowieckie,161420
116722,volvo,xc-60,gen-ii-2017,2020,24496,1969,Hybrid,Poznań,Wielkopolskie,297900
116723,volvo,xc-60,gen-ii-2017,2017,170000,1969,Diesel,Morzyczyn,Zachodniopomorskie,131900
116724,volvo,xc-60,gen-ii-2017,2017,104000,1969,Diesel,Lublin,Lubelskie,169900
116725,volvo,xc-60,gen-ii-2017,2016,162000,2400,Diesel,Lublin,Lubelskie,109000
116726,volvo,xc-60,gen-ii-2017,2017,150627,1969,Diesel,Lesznowola,Mazowieckie,173800
116727,volvo,xc-60,gen-ii-2017,2018,93239,1969,Diesel,Rybnik,Śląskie,165899
116728,volvo,xc-60,gen-ii-2017,2019,85000,1969,Hybrid,Czerwionka-Leszczyny,Śląskie,224900
116729,volvo,xc-60,gen-ii-2017,2019,34300,1969,Gasoline,Gorzów Wielkopolski,Lubuskie,178900
116730,volvo,xc-60,gen-ii-2017,2019,45021,1969,Diesel,Złotów,Wielkopolskie,177900
116731,volvo,xc-60,gen-ii-2017,2019,44778,1969,Hybrid,Poznań,Wielkopolskie,204900
116732,volvo,xc-60,gen-ii-2017,2017,120000,1969,Diesel,Leszno,Wielkopolskie,165900
116733,volvo,xc-60,gen-ii-2017,2019,30909,1969,Gasoline,Prudnik,Opolskie,189500
116734,volvo,xc-60,gen-ii-2017,2020,26355,1969,Hybrid,Kalisz,Wielkopolskie,298000
116735,volvo,xc-60,gen-ii-2017,2020,22082,1969,Hybrid,Kalisz,Wielkopolskie,299900
116736,volvo,xc-60,gen-ii-2017,2020,32600,1969,Hybrid,Gliwice,Śląskie,265900
116737,volvo,xc-60,gen-ii-2017,2017,229000,2400,Diesel,Sokołów Podlaski,Mazowieckie,108000
116738,volvo,xc-60,gen-ii-2017,2019,83410,1969,Diesel,Lipówki,Mazowieckie,149898
116739,volvo,xc-60,gen-ii-2017,2018,83319,1969,Diesel,Kalisz,Wielkopolskie,148338
116740,volvo,xc-60,gen-ii-2017,2019,40269,1969,Diesel,Częstochowa,Śląskie,209900
116741,volvo,xc-60,gen-ii-2017,2018,29000,1969,Gasoline,Częstochowa,Śląskie,205900
116742,volvo,xc-60,gen-ii-2017,2019,111400,1969,Diesel,Złotów,Wielkopolskie,172900
116743,volvo,xc-60,gen-ii-2017,2019,111400,1969,Diesel,Złotów,Wielkopolskie,172900
116744,volvo,xc-60,gen-ii-2017,2019,119625,1969,Diesel,Złotów,Wielkopolskie,164000
116745,volvo,xc-60,gen-ii-2017,2019,118542,1969,Diesel,Złotów,Wielkopolskie,162900
116746,volvo,xc-60,gen-ii-2017,2021,1,1969,Gasoline,Poznań,Wielkopolskie,187300
116747,volvo,xc-60,gen-ii-2017,2020,45820,1969,Gasoline,Toruń,Kujawsko-pomorskie,214900
116748,volvo,xc-60,gen-ii-2017,2020,14200,1969,Hybrid,Poznań,Wielkopolskie,294900
116749,volvo,xc-60,gen-ii-2017,2019,77636,2000,Diesel,Warszawa,Mazowieckie,177900
116750,volvo,xc-60,gen-ii-2017,2021,13359,1969,Hybrid,Kalisz,Wielkopolskie,197900
116751,volvo,xc-60,gen-ii-2017,2021,15000,1969,Hybrid,Częstochowa,Śląskie,259900
116752,volvo,xc-60,gen-ii-2017,2018,74648,2000,Gasoline,Warszawa,Mazowieckie,169900
116753,volvo,xc-60,gen-ii-2017,2018,109000,1969,Diesel,Katowice,Śląskie,169900
116754,volvo,xc-60,gen-ii-2017,2018,75460,1969,Diesel,Katowice,Śląskie,140000
116755,volvo,xc-60,gen-ii-2017,2018,149000,1969,Diesel,Radom,Mazowieckie,137900
116756,volvo,xc-60,gen-ii-2017,2020,24800,1969,Diesel,Częstochowa,Śląskie,249900
116757,volvo,xc-60,gen-ii-2017,2017,123894,2000,Diesel,Mysłowice,Śląskie,144500
116758,volvo,xc-60,gen-ii-2017,2021,10,1969,Gasoline,Olsztyn,Warmińsko-mazurskie,277550
116759,volvo,xc-60,gen-ii-2017,2018,76000,1969,Diesel,Kąty,Mazowieckie,167800
116760,volvo,xc-60,gen-ii-2017,2018,104000,1969,Diesel,Lublin,Lubelskie,145900
116761,volvo,xc-60,gen-ii-2017,2021,5,1969,Diesel,Gdynia,Pomorskie,248100
116762,volvo,xc-60,gen-ii-2017,2021,15000,1969,Hybrid,Kalisz,Wielkopolskie,324900
116763,volvo,xc-60,gen-ii-2017,2018,68000,1969,Diesel,Katowice,Śląskie,189899
116764,volvo,xc-60,gen-ii-2017,2021,5,1969,Gasoline,Gdynia,Pomorskie,198200
116765,volvo,xc-60,gen-ii-2017,2018,100600,1969,Diesel,Chorzów,Śląskie,177777
116766,volvo,xc-60,gen-ii-2017,2020,35000,1969,Hybrid,Kraków,Małopolskie,289900
116767,volvo,xc-60,gen-ii-2017,2021,10,1969,Hybrid,Kalisz,Wielkopolskie,348542
116768,volvo,xc-60,gen-ii-2017,2022,1,1969,Gasoline,Chorzów,Śląskie,219600
116769,volvo,xc-60,gen-ii-2017,2018,101725,1969,Gasoline,Warszawa,Mazowieckie,229900
116770,volvo,xc-60,gen-ii-2017,2018,115408,1969,Gasoline,Gaj,Małopolskie,189900
116771,volvo,xc-60,gen-ii-2017,2020,25955,1969,Gasoline,Gaj,Małopolskie,234900
116772,volvo,xc-60,gen-ii-2017,2020,10823,1969,Hybrid,Kalisz,Wielkopolskie,299900
116773,volvo,xc-60,gen-ii-2017,2018,161000,1969,Diesel,Chechło Pierwsze,Łódzkie,157000
116774,volvo,xc-60,gen-ii-2017,2017,110257,1969,Gasoline,Lesznowola,Mazowieckie,185800
116775,volvo,xc-60,gen-ii-2017,2018,140000,1969,Diesel,Wodzisław Śląski,Śląskie,147500
116776,volvo,xc-60,gen-ii-2017,2016,94000,1969,Diesel,Czerwionka-Leszczyny,Śląskie,114900
116777,volvo,xc-60,gen-ii-2017,2019,97564,1969,Diesel,Złotów,Wielkopolskie,163000
116778,volvo,xc-60,gen-ii-2017,2019,98564,1969,Diesel,Złotów,Wielkopolskie,163000
116779,volvo,xc-60,gen-ii-2017,2021,7000,1969,Gasoline,Poznań,Wielkopolskie,239900
116780,volvo,xc-60,gen-ii-2017,2020,21500,1969,Diesel,Olsztyn,Warmińsko-mazurskie,245000
116781,volvo,xc-60,gen-ii-2017,2018,87154,1969,Diesel,Łódź,Łódzkie,188500
116782,volvo,xc-60,gen-ii-2017,2017,59650,1969,Diesel,Bydgoszcz,Kujawsko-pomorskie,185900
116783,volvo,xc-60,gen-ii-2017,2020,8500,1969,Gasoline,Ksawerów,Łódzkie,185000
116784,volvo,xc-60,gen-ii-2017,2018,151000,1969,Diesel,Pobiedziska,Wielkopolskie,126500
116785,volvo,xc-60,gen-ii-2017,2018,73099,1969,Gasoline,Piaseczno,Mazowieckie,179300
116786,volvo,xc-60,gen-ii-2017,2019,110854,1969,Diesel,Złotów,Wielkopolskie,168900
116787,volvo,xc-60,gen-ii-2017,2018,151000,1969,Diesel,Chechło Pierwsze,Łódzkie,149000
116788,volvo,xc-60,gen-ii-2017,2020,13500,1969,Diesel,Glinojeck,Mazowieckie,197000
116789,volvo,xc-60,gen-ii-2017,2019,48000,1969,Diesel,Tarnów,Małopolskie,199260
116790,volvo,xc-60,gen-ii-2017,2019,110000,1969,Diesel,Pabianice,Łódzkie,129999
116791,volvo,xc-60,gen-ii-2017,2019,44799,1969,Hybrid,Chorzów,Śląskie,165000
117149,volvo,xc-90,gen-ii-2014-xc-90,2019,143000,1969,Diesel,Złotów,Wielkopolskie,183999
117150,volvo,xc-90,gen-ii-2014-xc-90,2019,118000,1969,Diesel,Złotów,Wielkopolskie,189999
117151,volvo,xc-90,gen-ii-2014-xc-90,2019,108000,1969,Diesel,Złotów,Wielkopolskie,197999
117152,volvo,xc-90,gen-ii-2014-xc-90,2017,179050,1969,Diesel,Mińsk Mazowiecki,Mazowieckie,179900
117153,volvo,xc-90,gen-ii-2014-xc-90,2022,1,1969,Hybrid,Chorzów,Śląskie,369600
117154,volvo,xc-90,gen-ii-2014-xc-90,2015,117000,1969,Diesel,Skawa,Małopolskie,149999
117155,volvo,xc-90,gen-ii-2014-xc-90,2018,72000,1969,Diesel,Kraków,Małopolskie,244900
117156,volvo,xc-90,gen-ii-2014-xc-90,2016,64100,1969,Gasoline,Kleczew,Wielkopolskie,155000
117157,volvo,xc-90,gen-ii-2014-xc-90,2021,1,2000,Diesel,Warszawa,Mazowieckie,242800
117158,volvo,xc-90,gen-ii-2014-xc-90,2018,96600,1969,Diesel,Jednorożec,Mazowieckie,175000
117159,volvo,xc-90,gen-ii-2014-xc-90,2021,21433,1969,Diesel,Białystok,Podlaskie,299900
117160,volvo,xc-90,gen-ii-2014-xc-90,2018,110000,1969,Diesel,Tczew,Pomorskie,199900
117161,volvo,xc-90,gen-ii-2014-xc-90,2018,78900,1969,Diesel,Kraków,Małopolskie,249900
117162,volvo,xc-90,gen-ii-2014-xc-90,2017,117000,1969,Gasoline,Wieliczka,Małopolskie,204900
117163,volvo,xc-90,gen-ii-2014-xc-90,2018,95000,1969,Diesel,Kraków,Małopolskie,249900
117164,volvo,xc-90,gen-ii-2014-xc-90,2022,5,1969,Hybrid,Bielany Wrocławskie,Dolnośląskie,341000
117165,volvo,xc-90,gen-ii-2014-xc-90,2018,34000,1969,Diesel,Sopot,Pomorskie,220000
117166,volvo,xc-90,gen-ii-2014-xc-90,2018,44400,1969,Diesel,Sopot,Pomorskie,213900
117167,volvo,xc-90,gen-ii-2014-xc-90,2020,11000,1969,Gasoline,Zawiercie,Śląskie,215000
117168,volvo,xc-90,gen-ii-2014-xc-90,2020,20700,1969,Gasoline,Warszawa,Mazowieckie,232000
117169,volvo,xc-90,gen-ii-2014-xc-90,2017,151661,1969,Diesel,Klaudyn,Mazowieckie,125000
117170,volvo,xc-90,gen-ii-2014-xc-90,2020,12730,1969,Hybrid,Gliwice,Śląskie,319900
117171,volvo,xc-90,gen-ii-2014-xc-90,2015,145000,1969,Diesel,Szczecin,Zachodniopomorskie,169900
